2015,2,8,4.1,9.6,0.3,3.5,2.2,2.4,8.2,242,11.8,242,242,1
2015,2,9,0.8,3.2,-0.9,0,5.9,4.7,7.7,2,12.5,2,2,0
2015,2,10,3.4,7.2,-0.5,0,5.5,3.5,6.5,232,15.3,2,232,1
2015,2,11,6.5,11.4,2,0,4.8,1.7,5.1,2,10.8,232,232,0
2015,2,12,5.6,10.8,0.3,0.5,3.6,2.5,7.9,242,13.6,2,232,0
2015,2,13,2.4,5.4,0.2,0,4.5,4.4,8.6,242,14.3,42,2,0
2015,2,14,3.6,8.8,0,0,7.4,2.5,5.4,2,10,242,2,0
2015,2,15,5.2,8.2,2.4,0,1.2,2.8,5.1,42,9.5,42,42,0
2015,2,16,4.6,10.7,-0.7,0,9.7,1.5,3.9,42,6.3,42,331,0
2015,2,17,5,6.4,3.4,7.5,0,1.1,2.3,141,4.4,442,41,0
2015,2,18,5.5,8.6,3.6,2,2.4,2.7,5.8,242,11.7,2,2,0
2015,2,19,4.6,8,3.2,1.5,4.3,2.6,4.9,442,11.3,441,2,0
2015,2,20,4.1,7.8,0.5,0,2.4,2.6,5,2,7.6,242,242,0
2015,2,21,5.3,12.5,-1.4,0,9.4,1.6,3.7,31,6.6,31,331,0
2015,2,22,9.5,12.6,7.1,4,0.1,1,3.2,42,5.2,42,242,0
2015,2,23,10.3,13.8,8.5,0,1,1.2,3.1,131,5.5,41,1,0
2015,2,24,7.7,12.5,3.7,0,6,1.3,3.8,41,6.5,141,331,0
2015,2,25,7.1,12.3,2.3,0,4.7,1.6,3.3,242,5.8,41,331,0
2015,2,26,7.6,9.5,6,14.5,0,1,3.3,232,6.5,32,41,0
2015,2,27,5.7,9.3,2.7,0,6.1,4.4,7.2,242,12,42,242,0
2015,2,28,5.5,10.2,2.4,0,6.8,1.9,4.6,242,7.4,2,242,0
2015,3,1,6.5,9.4,4.1,31.5,0,2,6.8,2,10.8,232,2,1
2015,3,2,6.2,10.5,1.6,0,5.2,2.1,5.4,242,9.2,242,242,0
2015,3,3,4.7,8.5,0,11,0.4,1.4,3.7,1,6.8,1,442,0
2015,3,4,8.5,13.1,4.8,7,6.1,2.9,6.5,2,13,2,232,1
2015,3,5,4.6,7.7,3.3,0,2.4,2.6,5.1,242,7.9,242,2,0
2015,3,6,5.9,10.1,1.3,0,7.8,1.6,3.5,42,6.1,4,42,0
2015,3,7,6.7,9.1,5.2,21,0,1,3,42,5.7,42,441,0
2015,3,8,8.8,13.1,6.1,0.5,3.8,1.2,3.2,42,5.5,42,331,0
2015,3,9,7.6,10.6,5,19.5,0,1.5,6.3,242,11.2,242,41,0
2015,3,10,3.8,7.1,-0.2,0,5.9,5.3,11,242,17.9,2,2,0
2015,3,11,2.5,5.9,-0.9,0,7.8,3.7,6.8,232,14,32,232,0
2015,3,12,6.2,10.3,2,0,6.1,3.6,6.7,2,12.6,232,2,0
2015,3,13,7,12.9,0,0,10.1,2.8,5.4,2,10.7,32,32,0
2015,3,14,4.9,8.8,1.5,8,1.7,1.4,4.9,2,8.1,41,441,0
2015,3,15,6,8.9,1.2,0,1.6,0.8,2.5,42,3.8,442,4,0
2015,3,16,10.7,16.3,6.7,0,3.7,1.1,3.2,442,5.8,4,242,0
2015,3,17,13.1,21.4,6.4,0,7,1.4,3.7,232,6.1,32,3,1
2015,3,18,13.2,20.2,9.4,37.5,3.1,1.3,3.8,242,6.4,242,242,0
2015,3,19,13.3,15.1,11.1,20.5,0,0.8,2.5,42,5.2,441,242,1
2015,3,20,12.2,17,7.4,0,8.4,1.9,4.5,141,7.4,141,141,0
2015,3,21,10.4,16.8,5.1,0,8.4,1.6,3.2,42,5.5,42,331,0
2015,3,22,12.2,20.3,6.1,0,9.2,1.8,6.6,242,10.9,242,331,0
2015,3,23,6.7,9.7,4,0,6,3.1,7.2,42,13,42,42,0
2015,3,24,4.8,8.8,2.2,0,4.2,2.9,9.3,242,14,242,242,0
2015,3,25,5.4,9.8,1.8,0,6.2,3,6.3,2,12.4,4,242,0
2015,3,26,6.9,14.6,0.7,0,11.7,1.8,3.7,41,6,41,331,0
2015,3,27,9.7,18.5,0.7,0,11.4,1.7,3.7,32,7.5,32,331,0
2015,3,28,12.9,20.8,6.1,0,9.9,1.9,4.3,232,9.9,3,331,0
2015,3,29,10.7,12.6,8.2,4.5,0.1,1,3.3,42,4.7,41,3,0
2015,3,30,11.5,18.9,5.6,0,11.2,1.6,3.4,42,5,242,31,0
2015,3,31,14.4,23,6,0,11.2,1.8,4.6,232,9.5,232,331,0
2015,4,1,15.1,17,12.2,5.5,0,2,4.8,232,9.7,32,331,0
2015,4,2,13.3,20.1,7.7,0,9.1,2.8,6.6,31,12.4,1,1,0
2015,4,3,15.1,19.8,12.9,10.5,0.6,1.8,4.5,1,8.5,32,1,0
2015,4,4,15.8,19.6,12.4,1,3.9,2,4.1,42,7.1,1,1,0
2015,4,5,13.5,14.9,12.7,29,0,1.6,3.4,141,6.5,442,41,0
2015,4,6,13.1,14.8,10,10,0,1.1,3,1,5.3,1,1,0
2015,4,7,9.2,10,8,5,0,1.9,4.2,442,8,442,442,0
2015,4,8,6.9,10.8,4,4,5.1,1.8,4,141,7.7,242,242,0
2015,4,9,9.2,13.5,3.6,0,3.4,1.8,4.3,42,7.7,31,42,0
2015,4,10,10,10.9,9.2,15,0,1.8,3.4,1,6.3,1,141,0
2015,4,11,11.6,16,7.4,3,5.2,1.6,4.3,42,8.7,4,331,0
2015,4,12,12,19.1,5.4,0,6.2,2.1,5.2,1,8.8,1,331,0
2015,4,13,12.7,14.4,10.8,12.5,0,2.5,4.9,141,9.3,1,141,0
2015,4,14,14,16.1,12.8,11,0,1.4,3.3,32,8,32,442,0
2015,4,15,11.3,15.5,8.6,9,3,2.2,5.7,232,13.4,32,2,0
2015,4,16,15.4,20.8,9.5,0,8.1,1.9,3.9,32,8.5,32,32,0
2015,4,17,12.8,18.1,7.1,6,7.7,1.7,4.7,141,9.6,441,1,0
2015,4,18,13.7,22.1,4.8,0,10.7,1.9,5,232,9.8,32,232,0
2015,4,19,13.7,15.8,11.6,2.5,0.3,1.2,3.3,42,4.5,242,242,0
2015,4,20,16,19.3,11.8,30,0,1.4,4.8,141,8.5,41,141,0
2015,4,21,12.5,17.4,8.8,4.5,3.9,1.7,3.5,141,6.8,42,1,0
2015,4,22,15.1,21.6,8.5,0,8.7,1.7,3.8,42,6.1,131,442,0
2015,4,23,16.7,23.7,10.6,0,11,1.2,2.9,442,5.5,442,242,0
2015,4,24,17.5,24.9,10.3,0,10.2,1.8,4.2,32,9.3,232,32,0
2015,4,25,16,22.9,9.7,0,12.3,2.1,5.9,141,10.1,41,331,0
2015,4,26,17,25.1,8,0,12.5,2,4,232,8.9,2,331,0
2015,4,27,19.8,27.3,12.1,0,12.4,1.8,4.4,32,8.1,332,331,0
2015,4,28,19.8,26.2,14.4,0,6.3,1.5,3.7,2,7.1,32,3,0
2015,4,29,20,25.8,16.4,0,7.2,2,5.5,31,9,3,31,0
2015,4,30,19.3,26.4,12.9,0,12.8,2,5.1,31,9.3,3,42,0
2015,5,1,20.1,26.7,13.5,0,12.1,1.8,3.8,42,6.4,41,331,0
2015,5,2,21.1,30,14.5,0,12.6,2,5.5,31,9.5,31,331,0
2015,5,3,20.7,25.7,16.3,0,4.6,2,4.5,131,8,31,131,0
2015,5,4,18.2,20.4,14.8,14,0,1.5,4.6,4,9.4,41,42,1
2015,5,5,17.1,23.6,11.8,0,11.5,1.8,3.9,141,7.9,41,331,0
2015,5,6,18.8,25.5,11.7,0,9.2,1.7,3.9,2,6.8,2,331,0
2015,5,7,20.3,25.2,17,0,3.4,1.6,3.5,441,6.6,441,2,0
2015,5,8,20.4,26.4,14.8,0,11.8,1.7,3.8,42,6.5,442,42,0
2015,5,9,17.7,20.4,13.9,0,0.7,1.1,2.2,42,4.8,4,331,0
2015,5,10,16.7,23.4,12,0,12.4,2.3,5.8,41,10.2,442,442,0
2015,5,11,16.7,25.2,9.2,0,10.2,2.8,6.9,1,11.5,31,31,0
2015,5,12,18.1,22,14.9,32.5,0,2.1,5,31,9,31,1,0
2015,5,13,19.6,24.9,13.7,0,12.8,3.4,5.8,232,14,32,232,0
2015,5,14,20.2,27.2,14.8,0,7.3,2.3,6,232,12,32,331,0
2015,5,15,22.7,29.4,16.5,3,7.2,1.5,3.9,2,8,2,32,0
2015,5,16,18.9,22.6,15.4,28.5,0,1.6,3.6,242,6,242,1,0
2015,5,17,18.9,25.5,12.3,0,10.6,1.5,3.4,42,5.3,42,331,0
2015,5,18,18.7,25.2,13.3,8.5,2.7,2.1,5.6,131,9.3,131,131,0
2015,5,19,18.3,22.5,14.9,22.5,2.7,1.4,3.2,442,7.2,4,442,0
2015,5,20,17.4,25.4,12.7,7,7.6,2.3,5.8,141,10.4,141,42,1
2015,5,21,17.5,23.4,12.2,0,12.9,2.4,4.4,2,7.2,41,41,0
2015,5,22,19.5,27,11.2,0,9.8,1.7,3.5,232,7.3,232,331,0
2015,5,23,19.7,24.7,14.8,0,0.1,1.2,2.5,42,3.9,42,331,0
2015,5,24,21.5,27.1,17.3,0,8.7,1.8,3.5,4,6.7,4,331,0
2015,5,25,21.4,28.5,15,0,10.1,2.2,6,31,11.1,31,331,0
2015,5,26,22.8,30,16.6,0,13,1.7,3.8,41,6.7,41,331,0
2015,5,27,22.6,31,14.2,0,12.8,1.7,3.3,42,4.8,4,42,0
2015,5,28,22.5,28.1,16.7,0,7.5,2.5,5.5,131,9.3,141,131,0
2015,5,29,23.6,30.3,20.1,0,6.1,1.9,3.8,42,7.2,1,141,0
2015,5,30,24.5,31.6,20,0,9.3,2.1,4.2,141,7.6,332,232,0
2015,5,31,22.1,27,18.6,0,7.4,1.9,3.7,41,7.6,4,41,0
2015,6,1,22.6,29.8,15.8,0,10.2,2.1,4.4,131,7.5,31,31,0
2015,6,2,23.9,29.2,19.1,0,4.5,1.7,3.7,42,6.7,32,131,0
2015,6,3,21.1,23.1,18.4,56.5,0,1.8,3.6,242,7.7,42,4,1
2015,6,4,19.6,25,13.5,0,13.3,2.3,4.6,442,10.5,4,4,0
2015,6,5,15.2,17.7,13.2,25,0,1.6,3.8,41,7.3,441,41,0
2015,6,6,17.5,22.6,13.6,3,5.4,1.9,4,42,6.9,32,42,0
2015,6,7,19.4,25.3,13.1,0,2.8,2.1,4.9,131,8.6,1,131,0
2015,6,8,19.3,22.5,17.1,11.5,0,2.5,5.4,131,10.4,131,1,0
2015,6,9,19.5,22.7,17.6,27,0,1.1,4.4,1,7.9,1,4,0
2015,6,10,22.2,28.9,16,0,10.8,1.3,2.4,242,4.6,141,331,0
2015,6,11,20.2,24.5,18.1,13.5,0,1.4,4.1,1,7.1,1,141,0
2015,6,12,23,29.8,18.7,14,5.8,1.5,4.2,32,9,332,1,1
2015,6,13,24.4,31.4,18,0,7.1,1.6,3.7,2,7.9,232,331,0
2015,6,14,23.8,27.8,21.3,0,1.3,1.5,3.4,131,6.8,1,3,0
2015,6,15,24.8,30,20.6,0,7.2,1.4,2.8,232,5.8,32,331,0
2015,6,16,22.8,25.8,20.3,0,0.4,1.1,3.3,41,6,441,331,0
2015,6,17,23.2,30.1,19.1,21,8.1,1.7,4.6,141,9.4,1,331,0
2015,6,18,20.6,22.8,18.4,3.5,0,2.9,5.9,131,13.1,1,1,0
2015,6,19,19.4,21.8,17.4,8.5,0,1.7,3.9,41,7.6,31,41,0
2015,6,20,22.2,25.7,18.5,2,5.4,1.6,3.9,42,6.1,42,42,0
2015,6,21,21.6,26.8,18.5,11,4.2,1.5,3.9,442,9,4,4,0
2015,6,22,22.8,26.7,18,0,3.4,1.3,2.5,42,4.4,332,31,0
2015,6,23,24,30,20.3,0,8.4,1.5,4.5,442,9.6,442,42,0
2015,6,24,24.5,30.1,20.1,0,7.9,1.9,4.2,42,6.6,42,42,0
2015,6,25,25.2,29.7,21.4,0,7,2.5,5.1,1,9.9,31,1,0
2015,6,26,21.4,23.2,20.4,60.5,0,1.7,3.5,131,6.9,141,4,0
2015,6,27,22.8,25.3,20.6,0,1.1,3,5.6,242,11.2,232,232,0
2015,6,28,20.7,23.9,19.1,0,3.5,2.8,5.2,442,10.5,442,242,0
2015,6,29,21.9,27.9,16.6,0,9.2,2.3,4.2,42,8.1,42,131,0
2015,6,30,21.8,26.9,18.7,15,0.8,1.7,4.7,131,7.8,31,31,0
2015,7,1,21.4,26.1,18.4,57.5,0,1.8,6.2,232,14.9,32,441,0
2015,7,2,24.3,29.7,20.3,0,3.1,1.4,3.3,232,7.5,331,331,0
2015,7,3,23.7,28.2,20.1,7,3.6,1.2,3.4,42,4.6,242,331,0
2015,7,4,22.1,23.9,19.5,9.5,0,1.2,2.5,32,5.1,332,331,0
2015,7,5,21.8,25.8,19.2,0.5,0.9,1.3,2.7,141,5.1,441,1,0
2015,7,6,21.5,22.6,20.4,2,0,1.1,2.2,442,4.1,42,1,0
2015,7,7,21.5,22.7,20.3,13,0,1,2.3,42,4.4,4,441,0
2015,7,8,23.4,26.8,20.9,0.5,0.1,1.2,3.1,42,5,42,441,0
2015,7,9,24.8,28.7,22.8,2,0.5,1.3,3.9,42,7.6,42,42,0
2015,7,10,26.6,31.3,23,0,8.5,1.7,4.3,42,6.6,42,42,0
2015,7,11,27.5,32.8,24.6,0,4.4,1.5,3.1,232,6.4,32,331,0
2015,7,12,28.3,33.7,23.6,0,6.7,1.5,3.4,2,6,2,331,0
2015,7,13,29.7,34.8,25.2,0,6.3,2.2,5,32,12.2,32,332,0
2015,7,14,29.6,34.9,24.1,0,11.9,1.9,4.3,131,8.6,232,3,0
2015,7,15,28.4,33.5,24.4,0,9,2.8,5.6,1,10,131,1,0
2015,7,16,25.4,28,23.2,20.5,0,4.5,8.2,1,19.3,1,1,0
2015,7,17,25.2,27,23,53,0,3.3,8.3,131,17.1,1,131,1
2015,7,18,24.9,29.5,22.1,40.5,4,1.4,3.2,232,7.6,32,2,1
2015,7,19,27,31.7,23.2,0,0.9,1.4,3.2,232,6.6,32,331,0
2015,7,20,28.5,34.7,23.3,0,10.4,1.9,4.3,232,9.8,32,32,0
2015,7,21,27.3,31.9,22.7,0,5,1.4,3.5,2,6.9,2,42,0
2015,7,22,25.6,28.3,24.1,17,0,1.7,3.4,1,7.5,32,332,0
2015,7,23,24.8,26.4,23.6,24.5,0.2,1.7,4.6,232,9.3,2,332,0
2015,7,24,27.8,33.1,23.2,0,7.6,1.7,3.5,232,7.2,32,232,0
2015,7,25,28.3,32.9,23.3,0,12,2.2,4.9,232,10.3,32,232,0
2015,7,26,29.3,35.4,25,0,13.2,1.9,5.1,2,9.3,232,232,0
2015,7,27,28.3,32.4,24.6,0,4.4,1.7,4.1,232,7.6,232,331,0
2015,7,28,27.4,31.7,25.2,7,3.4,1.3,3.5,42,6.4,42,2,0
2015,7,29,27.4,32.2,24.8,21,4.8,1.3,3.9,42,7.5,32,331,0
2015,7,30,27.3,32.3,24.4,10.5,4.9,1.2,3.1,441,6.6,441,331,0
2015,7,31,29,34.1,24.6,0,12.1,1.6,4,42,7.6,242,331,0
2015,8,1,30,35.8,24.1,0,11.8,1.4,3.4,42,6.2,242,331,0
2015,8,2,31.1,37.5,25.5,0,11.3,1.5,3.3,2,5.2,242,331,0
2015,8,3,29.7,35.6,26.4,2,9,1.6,5.5,242,9.8,242,331,0
2015,8,4,30.1,35.2,25.1,0,9.1,1.5,3,42,5.1,1,242,0
2015,8,5,29.5,35,25,0,10.5,2,4.4,31,7.8,31,131,0
2015,8,6,29.1,33.2,26.8,0,1.3,1.7,3.4,141,6.7,1,141,0
2015,8,7,30.5,35.9,26.6,0,8.4,1.4,3.2,41,5.8,41,331,0
2015,8,8,29.3,35.9,25.2,0,8.3,1.7,4,42,7.6,42,331,0
2015,8,9,29.4,35.2,24.6,0,11.2,1.7,3.4,31,6.4,31,31,0
2015,8,10,29.1,35.3,24.2,0,10,1.7,3.6,141,7.1,4,331,0
2015,8,11,28.4,34,23.3,0,9.4,1.7,4.6,141,7.8,41,331,0
2015,8,12,27.6,33,23.1,0.5,2.5,1.3,3.1,242,5.7,4,331,0
2015,8,13,25.2,28.6,22.4,36,0.6,1,2.5,42,4.4,42,42,0
2015,8,14,27.3,31.9,23.5,0,6.5,1.9,4.1,141,6.7,141,42,0
2015,8,15,27.2,33,21.7,0,12,1.6,3.9,42,6.2,442,331,0
2015,8,16,25.9,30.6,21.7,2,2.7,1.6,3.4,31,6,131,331,0
2015,8,17,25.3,31,22.6,66.5,0.7,1.5,5.8,2,11,332,331,0
2015,8,18,26.3,31.9,21.2,0,9.8,1.6,3.5,42,5.8,441,41,0
2015,8,19,25.6,28.8,23.2,3,0.1,1.5,2.6,3,5.9,331,331,0
2015,8,20,25.3,28.1,23.3,63,0.3,1.1,2.3,332,4.4,3,3,0
2015,8,21,25.5,30.6,22.2,7.5,1.9,1.1,3,42,5.1,2,42,0
2015,8,22,26.9,30.8,23.1,0,3.8,1.9,4.1,41,7.9,141,331,0
2015,8,23,26.2,31.7,22.4,0,9.7,1.8,3.6,442,7.1,4,331,0
2015,8,24,25.9,31.6,20.7,0,8.3,1.8,3.8,141,7.1,2,331,0
2015,8,25,24,25.8,22.1,5.5,0,3.5,7.7,131,15.9,31,131,0
2015,8,26,25.9,31.5,21.6,1,4.8,1.9,4.4,131,8.2,331,41,0
2015,8,27,26,31,22.5,0,10,1.9,4,42,6.5,42,1,0
2015,8,28,25.6,31.7,20.8,0,6.3,1.8,5.1,31,9.4,31,331,0
2015,8,29,24.9,28.3,22.5,17,1.4,1.2,3.3,42,5.3,42,42,0
2015,8,30,24.3,26.8,22.3,32.5,0,1.1,3.3,2,5.9,32,332,0
2015,8,31,23.5,25.7,22.2,2.5,0,1.1,2.5,41,4.3,4,331,0
2015,9,1,24.9,29.7,22.1,10,1.1,1.2,4,31,6.9,131,31,0
2015,9,2,24.9,28.8,22.5,10.5,3.2,1.5,3.4,141,5.9,2,141,0
2015,9,3,22.9,25.2,21.6,8,0,0.8,2.2,42,3.6,42,331,0
2015,9,4,23.7,29,20.5,0,5.1,1.3,4.3,441,10.9,4,3,0
2015,9,5,23.5,29.1,18.5,0,8.2,1.4,3.3,42,6,42,331,0
2015,9,6,22,23.6,20.5,9.5,0,1,2.7,141,4.5,131,441,0
2015,9,7,22.6,24.6,20.9,7,0.2,1.2,2.7,141,5.2,442,41,0
2015,9,8,21.7,23.3,20.1,31,0,1.3,3.4,141,6,41,1,0
2015,9,9,21.9,24.7,19.4,49,0.1,1.6,3.8,32,8.7,32,332,1
2015,9,10,22.2,26.1,20.6,29,1,1.4,5.6,42,8.9,42,242,0
2015,9,11,22.2,27.5,17.9,0,9.1,2.8,5.2,2,8.8,442,2,0
2015,9,12,22.7,29.3,16,0,9.2,1.7,3.7,2,7.6,32,331,0
2015,9,13,22.5,27.9,18.5,0,3.5,1.5,4,42,9.6,441,331,0
2015,9,14,21,27.5,15.7,0,11.5,1.6,4.4,41,8.6,41,331,0
2015,9,15,21.7,27,16.5,0,8.3,2,4.8,42,6.8,42,42,0
2015,9,16,21.4,24.5,19.3,1,0,2.1,4.2,1,7.9,1,1,0
2015,9,17,19.6,20.8,18.7,22,0,1.2,3.1,41,5.9,141,41,0
2015,9,18,21.6,26.1,18.4,0,4.9,1.5,3.9,42,8.4,42,331,0
2015,9,19,21.3,26.3,17.5,0,7.9,2.1,4.2,42,7.9,442,42,0
2015,9,20,20.6,26.6,16.1,0,10.9,1.9,3.8,41,6.9,442,331,0
2015,9,21,20.7,26.5,16.7,0,4.9,1.7,3.9,42,6.6,41,331,0
2015,9,22,21.5,27.7,15.6,0,9.1,1.6,3.4,42,5.3,42,331,0
2015,9,23,22.9,28.1,18.2,0,9.5,2,5.9,131,10.2,131,131,0
2015,9,24,20.6,22.4,19,6.5,0,2.6,4.4,141,7.9,1,141,0
2015,9,25,20.7,23.7,18.7,21.5,0.7,1.9,3.9,41,8.2,41,41,0
2015,9,26,22.8,27.8,20.2,0,3.9,1.5,3.3,42,5.9,41,242,0
2015,9,27,22,27.2,17.6,0.5,4,1.2,3.2,42,5.5,442,331,0
2015,9,28,21.2,27.7,15.4,0,11.3,1.7,3.9,41,6.6,41,41,0
2015,9,29,20.8,26.8,16.4,0,11,2.2,4.6,42,8.1,442,42,0
2015,9,30,18.5,23,15,0,3.8,1.6,3.6,41,6.9,41,41,0
2015,10,1,19,23.1,14.8,4.5,0,1.1,3.5,1,6.7,3,41,0
2015,10,2,21.1,25.5,14.4,14,7.4,2.6,8,2,16.2,232,442,0
2015,10,3,18.5,25.5,12.6,0,10.3,1.6,3.4,2,7,2,331,0
2015,10,4,18.6,25.6,13.5,0,8.7,2.1,4.5,42,9.2,4,331,0
2015,10,5,16.5,21.7,11.9,0,5,1.6,2.9,41,5.8,42,331,0
2015,10,6,17.6,23.8,13.8,0,4.8,1.4,4.2,442,9.1,4,331,0
2015,10,7,17.6,24.2,11.9,0,10.8,2.2,5.1,42,9.6,42,331,0
2015,10,8,18.1,22.6,12.9,0,8.4,2.5,6.1,42,11.1,42,242,0
2015,10,9,18.6,23.3,14.8,0,8,1.7,3.4,2,6.4,3,32,0
2015,10,10,16.9,20,12.7,0,0,1.1,2.5,1,4.8,1,331,0
2015,10,11,18.1,21.4,15.3,4.5,0.8,1.3,4.1,2,7.7,1,232,0
2015,10,12,17.3,22.4,12.3,0,7.6,2.2,4.6,232,10.1,2,232,0
2015,10,13,18,22.1,15.1,0,9.5,2.6,5.1,242,9,242,2,0
2015,10,14,16.7,22.8,12.1,0,6.9,1.7,3.5,2,6,242,331,0
2015,10,15,15.1,21.3,9.7,0,6.5,1.6,3,42,4.6,42,331,0
2015,10,16,16,22.6,9.7,0,10.4,1.4,3.4,42,5.5,442,331,0
2015,10,17,17.6,23.8,12.3,0,7,1.2,2.8,42,4.7,1,331,0
2015,10,18,18.3,26.7,12.4,0,9.8,1.2,3.1,141,5.5,141,331,0
2015,10,19,17.3,23.8,11.6,0,10.1,1.5,3.3,42,5.5,42,331,0
2015,10,20,17.5,24,12.7,0,7.8,1.4,3.3,442,6.9,441,331,0
2015,10,21,18.4,25.3,13.8,0,9.9,1.7,3.9,131,10.4,31,331,0
2015,10,22,16.9,21.6,13,0,4.3,1.4,4.3,42,6.9,42,331,0
2015,10,23,16.2,22.5,11,0,10,1.5,3.1,42,4.7,42,331,0
2015,10,24,17.5,24.4,11.5,0,7.5,1.6,4.7,442,9.3,42,331,0
2015,10,25,15,18.9,8.9,0,9.1,3,5.7,42,12.5,42,442,0
2015,10,26,12.9,19.9,6.8,0,10.2,1.5,2.5,41,5.5,441,331,0
2015,10,27,16.2,24,8.6,5,6.3,1.5,4.9,131,8.4,31,31,0
2015,10,28,17.3,21.2,13.9,8,9.2,2.7,6.1,242,10.1,242,242,0
2015,10,29,15,19.6,9.8,0,7.5,2.1,3.9,242,7.3,2,2,0
2015,10,30,14.4,19.6,9.6,0,4.6,1.7,4,42,6.8,442,3,0
2015,10,31,12.9,17.6,7.5,0,6.4,2.1,4.3,442,8.4,442,42,0
2015,11,1,11.6,16.3,5.8,0,5.7,1.4,2.8,242,4.7,42,41,0
2015,11,2,12.4,14.1,10.4,11,0,1,2.7,141,5.1,141,332,0
2015,11,3,12.9,19,8.8,0,6.4,1.8,4.5,2,7.8,2,331,0
2015,11,4,13.5,20.3,7.1,0,9.8,1.3,3.7,42,5.8,4,331,0
2015,11,5,15.2,20.9,9.8,0,9.9,1.2,4,42,6.3,242,331,0
2015,11,6,16.4,22.2,10.9,0,8.1,1.1,2.7,242,4.3,42,3,0
2015,11,7,17.4,19.7,15.4,0,0,1,3,42,5.5,442,442,0
2015,11,8,15.9,17.6,15.3,32,0,1.1,3,141,5.5,4,441,0
2015,11,9,16.8,18.3,15.7,30.5,0,0.4,1.4,242,2.7,242,2,0
2015,11,10,16.4,19.3,12.6,1.5,2.5,1.4,4.4,42,8.8,442,442,0
2015,11,11,12.9,18,8.8,0,9.4,1.5,3.4,41,7,41,3,0
2015,11,12,11.9,18.3,7.4,0,6.5,1.2,2.9,1,5.3,4,331,0
2015,11,13,13.6,17.2,8.8,1,0,1.6,3.7,41,9.9,331,141,0
2015,11,14,16.1,17.3,14.9,23,0,2.4,5.3,1,11.7,1,1,0
2015,11,15,17.1,20.5,15.4,7,4.2,1.8,5,242,9.8,242,242,0
2015,11,16,15.6,19.4,11.2,0,8,1.4,3.5,42,5.3,42,331,0
