年,月,日,今津降水量の合計(mm),南小松降水量の合計(mm),大津降水量の合計(mm),今津1時間降水量の最大(mm),南小松1時間降水量の最大(mm),大津1時間降水量の最大(mm),今津平均風速(m/s),南小松平均風速(m/s),大津平均風速(m/s),今津日照時間(時間),南小松日照時間(時間),大津日照時間(時間),今津最深積雪(cm),今津降雪量合計(cm),今津最大風速(m/s),今津最大風速方角(m/s),今津最大瞬間風速(m/s),今津最大瞬間風速方角(m/s),今津最多風向(16方位),南小松最大風速(m/s),南小松最大風速方角(m/s),南小松最大瞬間風速(m/s),南小松最大瞬間風速方角(m/s),南小松最多風向(16方位),大津最大風速(m/s),大津最大風速方角(m/s),大津最大瞬間風速(m/s),大津最大瞬間風速方角(m/s),大津最多風向(16方位),今津平均気温(℃),今津最高気温(℃),今津最低気温(℃),南小松平均気温(℃),南小松最高気温(℃),南小松最低気温(℃),大津平均気温(℃),大津最高気温(℃),大津最低気温(℃),今津10分間降水量の最大(mm),南小松10分間降水量の最大(mm),大津10分間降水量の最大(mm),遅延フラグ(遅延1)
2016,3,23,0,0,0,0,0,0,2.1,2.3,1.9,6.2,6.2,8.9,0,0,4.3,7,8.3,0,7,7.7,7,16.3,7,7,4.2,1,8.2,7,4,9.6,15.1,5.9,9.3,14.8,5,10.1,16.9,4.9,0,0,0,0
2016,3,24,0.5,0,0,0.5,0,0,3.7,4,2.4,4.3,3.2,3.8,0,0,6.9,0,13.4,0,0,7.3,7,18.8,0,0,6.2,7,11.8,0,1,6.7,9.8,3.9,6.9,10.2,4.9,7.6,11.5,4.7,0.5,0,0,0
2016,3,25,4.5,1.5,0,2.5,1,0,2.7,2.1,2.7,4.9,5.4,3.5,0,0,6,7,11.8,0,7,4.8,0,11.7,0,1,4.8,6,9.5,6,6,4.1,7.1,1.8,4.9,8.6,1.7,6,10.7,2.9,1,0.5,0,0
2016,3,26,0,0,0,0.5,0,0,2.5,2.3,1.8,11.2,10.8,10.6,0,0,5.5,7,10.1,6,7,5.2,7,11.7,7,7,4.3,1,6.9,1,4,5.7,11.1,0.8,6.6,11.6,2,6.1,13,0.2,0,0,0,0
2016,3,27,0,1.5,0,0,1,0,1.7,1,1.6,11,6,6.8,0,0,3.7,6,5.8,6,6,2.8,2,5.2,5,2,3.5,6,5.9,6,4,7.3,14.4,-0.6,7.2,13.1,0.1,8.3,16.5,0.8,0,0.5,0,0
2016,3,28,0,0,0,0,1,0,2.1,1.8,1.4,6.4,6.4,5.5,0,0,5.3,7,11.1,0,7,6.2,7,12.2,7,0,4.2,6,7.3,6,4,8.6,13.7,4,8.8,13.7,4,9,13.8,5,0,0,0,0
2016,3,29,0,0,0,0,0,0,1.4,1,1.7,7.8,6.6,7.7,0,0,2.8,2,4.6,2,6,4.5,4,7.5,4,2,4.6,5,8.1,5,5,8.9,15.2,1.5,9.3,15.1,1.6,10.6,17,2.9,0,0,0,0
2016,3,30,1,0,0,1,0,0,1.6,1,1.4,9.2,8.6,8.3,0,0,3.5,0,6.2,0,6,4.8,7,8.8,7,6,3.7,5,8.2,5,5,11.4,17.9,4.1,11,16.9,5.1,13.3,19.2,7.4,0.5,0,0,0
2016,3,31,0,0,0,0,0,0,1.4,0.9,1.2,8.9,8.1,8.2,0,0,2.6,6,4.1,6,6,2.5,2,4.1,2,2,3.1,7,4.3,6,7,11.4,18.7,3.9,11.9,17.3,5.7,13.3,20.5,7.4,0,0,0,0
2016,4,1,1,1,5,0.5,0.5,2,1.8,0.8,2,0.3,0.4,0,0,0,5.1,2,7.4,2,6,2.6,6,6.5,6,0,5,2,9.5,2,2,11.5,15.4,8.3,12.6,14.6,9.8,13,14.2,11.3,0.5,0.5,0.5,0
2016,4,2,0,0,0,0,0,0,2.6,1.3,1.9,6.2,0.7,3.4,0,0,7,4,10.7,4,4,2.9,4,6.3,4,6,5.4,3,9.5,3,3,13.7,19.7,6.9,14.3,17.5,8.8,15,20.5,10,0,0,0,0
2016,4,3,1,2,0.5,0.5,1.5,0.5,1.5,1.4,2,0,0,0.3,0,0,4.9,2,6.8,3,2,3.2,6,6.3,4,6,4.5,2,8.1,2,2,14.7,16.8,13.2,15.5,17.2,13.6,16.1,19.5,13.4,0.5,0.5,0.5,0
2016,4,4,14.5,17.5,15.5,6.5,7,6,2.4,1.4,1.3,0.2,0,0,0,0,7.3,6,12.6,6,6,6.5,7,13.3,7,2,3.2,0,6.4,6,6,13.1,16.9,10.2,13.9,17.8,10.6,14.8,18.6,11.2,1.5,2,2,0
2016,4,5,0,0,0,0,0,0,1.7,1.2,1.3,5.8,6.3,5.3,0,0,4.1,6,7.8,6,6,2.9,2,4.5,4,2,3.8,7,6.2,0,7,11.4,16.5,6.6,11.3,13.7,6.8,12.6,16.9,8.1,0,0,0,0
2016,4,6,0,0,0,0,0,0,1.3,1,1.5,6.9,8.3,9.4,0,0,2.3,2,3.9,2,6,2.9,2,4.7,2,2,4.2,7,6.8,7,4,11.5,18.7,4.5,11.4,16.9,4.8,13.3,20.2,6.1,0,0,0,0
2016,4,7,28.5,66.5,82.5,7.5,10,13.5,3.3,1.3,1.1,0,0,0,0,0,9,2,14,2,2,3.5,6,8.1,4,6,3.6,2,6.9,2,0,11.9,15.3,9.6,12.4,14.9,10.3,13,14.5,11.6,2,2.5,5,0
2016,4,8,0,0,0,0,0,0,1.7,1.4,1.3,5.3,3.9,3.8,0,0,4.3,6,9,7,6,3.4,2,9.2,0,2,3,6,5.8,0,6,13.3,17.3,7.9,13,16.9,9,13.8,18.1,10.1,0,0,0,0
2016,4,9,0,0,0,0,0,0,1.5,0.9,1.4,7.7,8.2,7.3,0,0,2.8,2,4.1,2,6,2.4,2,4.5,2,2,3.6,6,7.7,6,4,13.2,20.9,6.7,12.9,19.2,6.9,15.8,23.4,9.5,0,0,0,0
2016,4,10,0,0,0,0,0,0,1.7,0.8,1.3,0,0.3,0.2,0,0,5,6,8.3,6,6,2.2,2,3.8,5,2,3.3,7,5,7,7,13.5,18.8,8.1,13.1,18,9,15,19.3,11.6,0,0,0,0
2016,4,11,0,0,0,0,0,0,3.1,4,2.9,3.6,6.3,8.7,0,0,7.8,7,14.6,6,0,8.9,0,20.3,7,0,5.7,7,11.1,0,0,8.3,12.9,5,8.7,13.3,6.2,10.1,13.5,6.5,0,0,0,0
2016,4,12,0,0,0,0,0,0,2.4,1.4,2.2,9.4,9.5,9.5,0,0,5.3,2,8.4,2,2,3,4,5.6,4,2,5.4,2,9.5,2,4,9.3,15.8,1.7,9.8,15.5,2.6,10.2,17.2,2.6,0,0,0,0
2016,4,13,30,40,15.5,10,14.5,4,3.8,1.7,2.3,0,0,0.1,0,0,6.8,2,11,2,2,4.4,6,7.6,4,6,5.3,2,11.1,2,2,12.1,14.1,10.8,14,16,12.5,14.6,19.6,12.6,3,4,2,0
2016,4,14,1.5,2,4,4.5,5,3.5,2.1,2.1,1.6,6.4,6.4,7.3,0,0,6.5,7,12,6,0,7.8,7,15.3,0,2,3.8,1,9.7,1,7,14.6,20.4,11.5,15.3,21.6,11.8,15.9,23.3,12.7,0.5,0.5,0.5,0
2016,4,15,0,0,0,0,0,0,3.6,3.1,2.7,10,10.9,11.9,0,0,7.2,6,12.2,0,6,6.1,0,18.1,0,0,7.1,7,12.2,7,1,11.2,14.6,5.1,12.3,15.6,6.2,13.6,18.8,7.3,0,0,0,1
2016,4,16,0,0,0,0,0,0,2.3,1.2,1.9,10.2,10,9.7,0,0,7,2,10,2,2,3.2,2,6.8,4,2,4.9,2,8.2,3,3,12.5,20.9,2.8,12.6,20.2,4.1,13.5,21.8,4.7,0,0,0,0
2016,4,17,6,6,8,2.5,3,4.5,3.7,1.7,2.2,7,5.4,6.2,0,0,9.5,2,15.2,2,3,5,4,12.4,4,4,7.7,6,16.4,5,5,16.9,24.9,11.4,17.4,26.1,12.2,18.4,25.2,13.4,1,1,1,0
2016,4,18,0,0,0,0,0,0,2,1.4,1.4,1.4,2.4,1.8,0,0,5.1,7,10.1,0,6,3.7,0,10.6,0,2,3.1,1,6.7,0,4,13.2,17.8,9.3,13.3,18.7,9.3,13.9,18,10.1,0,0,0,0
2016,4,19,0,0,0,0,0,0,2.1,1.9,2.3,4.7,9.5,11.1,0,0,5.7,0,12,0,0,4.8,0,10.7,0,0,4.8,0,9.8,0,4,11.1,17.1,4.9,11.9,18,5.9,13.2,20.3,7,0,0,0,0
2016,4,20,0,0,0,0,0,0,2.4,1.2,1.8,10.8,11.2,11.9,0,0,6.5,2,9.3,2,2,3.1,2,5.6,4,2,4.1,7,7.4,2,3,13,19.7,5.6,13.2,19.4,5.5,14,22.5,6,0,0,0,0
2016,4,21,21,30,23,4.5,7.5,4.5,2,1.4,1,0,0,0,0,0,5.6,2,9.2,2,2,3,6,6.8,6,6,2.4,2,5.2,0,0,13.3,15.3,11.2,14.9,16.8,12.8,14.8,16.2,13.2,1.5,3,2,0
2016,4,22,2.5,1,1.5,2,1.5,3,1.7,1.2,1.5,2.7,4.3,5.2,0,0,4.3,6,9,0,6,3.6,1,7,2,2,4.2,6,7.6,2,1,14.3,18,10.4,15,19.3,11.3,16.5,20.9,12.9,1,0.5,1,0
2016,4,23,1,1,2,0.5,0.5,1.5,1.2,1,1.4,7.3,7.3,4.4,0,0,3.3,6,5.5,6,6,2.5,2,4.2,4,6,3.6,7,6.2,6,7,15.3,21.9,8.3,15.2,20.5,9.7,16.1,24.7,10.8,0.5,0.5,0.5,0
2016,4,24,0.5,0,1,0.5,0.5,1,2.2,1,1.6,5.8,5.7,6.1,0,0,6.8,6,11.7,7,6,3.6,7,6.7,0,4,4.3,7,7.7,2,2,14.5,20.3,10.7,15.4,20.9,11.9,16,22.2,13,0.5,0,0.5,0
2016,4,25,0,0,0,0,0,0,1.3,1.2,1.9,4.1,4.6,5.7,0,0,3.1,2,4.6,3,2,2.3,2,3.9,4,6,4.4,7,6.2,7,1,16.1,21.6,10.6,16.4,20.5,12,17.1,22.4,12.9,0,0,0,0
2016,4,26,0,0,0,0,0,0,1.5,0.9,1.5,11.8,11.7,11.2,0,0,3.6,6,6.1,6,6,2.8,2,4.4,2,2,3.6,7,6.1,7,7,17.2,25.6,10.3,17.2,25,11.1,19.1,26,12.4,0,0,0,0
2016,4,27,8.5,11,11.5,4,3.5,5,2.1,0.9,1.6,0,0,0,0,0,7.8,2,10.8,2,2,3.1,6,6.4,4,0,3.7,2,9.2,2,0,15.9,19,13.3,16.2,19.5,14.4,16.6,20.1,15,1,1.5,1.5,0
2016,4,28,18,21.5,21,3.5,4,3,3,2.6,2.1,0.1,0.3,0,0,0,6.5,2,13.6,7,7,8.3,7,22.4,0,6,6,7,9.7,6,7,13.9,16.6,12,14.9,17.3,12.6,15.1,17.3,12.8,1.5,1.5,1.5,0
2016,4,29,0,0,0,0,0,0,3.5,3.3,4.2,2.4,4.5,4.7,0,0,6.3,7,13.7,6,7,7.2,0,21,0,0,6.6,6,11.9,7,6,11.2,13.8,8.2,12,14.4,9.6,12.3,15.6,8.3,0,0,0,0
2016,4,30,0,0,0,0,0,0,1.5,1.4,1.9,11.7,12,12.7,0,0,3.1,2,4.6,3,6,3.8,4,6.9,4,2,4.2,6,8.7,5,4,12.5,19.3,5.7,13.2,18.1,6.1,14.6,22.1,6,0,0,0,0
2016,5,1,0,0,0,0,0,0,1.8,1.2,1.8,7.9,7.4,8.3,0,0,4.9,0,9.7,7,6,4.2,2,7.6,2,2,4.2,1,8.4,1,4,15.1,23.8,8.6,15.5,24,9.5,17.9,25.3,12,0,0,0,0
2016,5,2,0,0,0,0,0,0,1.5,1.2,1.6,12,11.7,12.1,0,0,4.3,2,6.7,3,2,2.8,2,4.7,6,2,3.6,7,6.1,3,7,17.6,26.3,8.8,16.9,25.4,10,18.7,26.7,10.9,0,0,0,0
2016,5,3,20.5,15,2,8.5,8,2,4.4,2.5,2.8,2.7,1.9,1.7,0,0,9.1,3,14.9,3,3,5.6,3,10.8,4,4,7,2,13.6,3,3,18,20.6,15.3,18.7,21.4,17,19.8,24.3,16,2.5,2.5,1,0
2016,5,4,5,3,3.5,7,5.5,2.5,3.3,2.8,3.5,11.8,11.3,12.1,0,0,7.3,5,12.3,5,5,6,4,13.9,4,4,6.2,6,13,6,5,19.7,24.7,13.3,19.2,23.8,13.6,19.9,24,14.8,1.5,1,1,0
2016,5,5,0,0,0,0,0,0,2.6,2.1,3,11.6,12,11.6,0,0,6.4,0,12.7,0,0,5.2,0,11.4,2,6,6,6,11.3,6,6,16.4,21.5,10.7,18.1,22.6,12.9,19.6,24.7,14,0,0,0,0
2016,5,6,15,10,6,3,2.5,2.5,2.4,1,0.9,0,0,0,0,0,5.4,2,8.2,2,2,2.8,6,5,6,6,2.1,7,3.7,6,2,13.5,18,10.2,14.1,18.6,11.6,14.8,17.5,13,1,1,1,0
2016,5,7,2,0.5,0.5,1,0.5,0.5,1.9,1.2,1.3,0.2,0.6,0,0,0,6.2,2,9.1,2,2,3.1,2,10.1,3,2,2.8,7,5.1,0,0,15,19.1,11.7,15.6,19.9,13.1,16.2,19.3,13.5,0.5,0.5,0.5,0
2016,5,8,0,0,0,0,0,0,1.8,1.6,1.6,11.2,11.5,11.7,0,0,4.5,6,7.9,0,6,3.9,0,9.7,6,4,2.8,0,5.5,0,0,16.6,22.4,10.7,17.2,23.9,12.4,17.2,25.3,9.9,0,0,0,0
2016,5,9,26,23,26,5,3.5,4,1.5,0.9,1.1,0,0,0,0,0,3.9,2,5.6,2,2,3.2,6,5.8,5,6,3.1,2,5.9,2,0,15.3,16.8,13.5,15.6,17.8,13.9,16,18.2,14.8,1.5,1,1,0
2016,5,10,6,13,14,1.5,4,6,0.9,0.4,0.7,0,0,0,0,0,3.5,2,5.3,2,0,1.9,2,3,2,2,1.7,0,3.5,1,0,16.4,18,14.7,15.8,17.5,14.5,16.3,17.7,14.9,0.5,2,2.5,0
2016,5,11,20.5,24,9.5,9.5,8.5,5.5,1.9,1.4,1.8,0,0.3,0.3,0,0,4.6,6,8.3,6,6,2.9,3,8.2,4,4,6.1,6,11.5,5,6,16,18.7,13.9,17,20,14.2,17,20.8,14.7,6,5,3,0
2016,5,12,0,0,0,0,0,0,1.6,1.6,1.6,11.1,11.6,13.1,0,0,3.9,3,6.5,3,6,3.5,1,10.5,0,2,3.6,6,6.1,0,7,16.8,24.2,12.6,17.1,23.2,12.5,17.6,24.7,11.6,0,0,0,0
2016,5,13,0,0,0,0,0,0,1.8,1.4,1.9,11.6,10.9,11.9,0,0,5.3,7,11.5,0,6,4.7,7,9.8,0,2,4,1,7.6,1,7,18.7,25.6,11.8,19.2,25.3,12.7,19.3,26.9,12.3,0,0,0,0
2016,5,14,0,0,0,0,0,0,2,1.2,1.6,11.2,11.6,11.8,0,0,3.9,6,7.1,6,6,3.7,2,5.5,2,4,3.6,7,6.3,7,1,19.1,24,15.6,18.5,23,13.8,19.8,26.2,13.9,0,0,0,0
2016,5,15,0,0,0,0,0,0,3.4,1.4,2.4,11.6,8.6,7.2,0,0,7.3,2,10.6,2,2,2.8,2,5.5,6,5,5.1,2,9,1,2,18.9,24.5,14.1,19.8,23.5,17.1,20.4,26.6,16.4,0,0,0,0
2016,5,16,40,39.5,33.5,9.5,14.5,12.5,4.7,1.9,2.8,0,0,0.7,0,0,8.3,2,12,2,2,4.8,7,10.7,0,4,6.1,2,10.4,2,2,16.5,18.5,12.8,18.1,20.4,14.2,19.7,24.2,13.5,2.5,3.5,3,0
2016,5,17,1.5,3.5,2,3.5,2.5,2.5,3.5,2,1.7,10,10.2,9.3,0,0,5.8,7,10.7,0,6,6.2,7,13,7,4,3.2,1,6.2,1,2,14.9,18.8,11.1,16.2,21.8,11.6,15.9,22.3,11,0.5,1,0.5,0
2016,5,18,0,0,0,0,0,0,2,0.9,1.7,13.3,12.7,13,0,0,4.3,6,7.5,6,3,2.6,2,3.7,4,4,3.6,7,5.6,7,7,17.4,25.2,11.4,16.2,22.4,9.3,17.7,26.1,9,0,0,0,0
2016,5,19,0,0,0,0,0,0,1.2,1,1.6,10.9,11.1,11.8,0,0,2.2,2,3.5,2,6,2.7,2,4.2,4,2,3.5,7,5.3,6,7,19.2,25.9,12.5,18.7,26.5,13.2,20.2,27.3,13.7,0,0,0,0
2016,5,20,0,0,0,0,0,0,1.6,1.4,1.7,12.3,10.9,9.3,0,0,3,6,4.5,6,6,2.9,6,4.8,6,6,4.4,7,7,7,7,19.6,26,14.3,20.3,25.7,15.8,20.7,27.1,16.1,0,0,0,0
2016,5,21,0,0,0,0,0,0,2.1,1.3,1.6,12.9,12.8,13,0,0,5.2,6,8.5,6,6,4.7,6,8.9,7,2,3.6,1,6.5,1,1,18.7,26.4,12.7,19.7,27.5,13.3,20.9,28.7,14.4,0,0,0,0
2016,5,22,0,0,0,0,0,0,1.5,1.1,1.8,12.9,12.5,12.1,0,0,3,6,5.5,6,6,2.9,2,3.9,2,2,3.9,5,7.2,6,4,20.5,27.7,13.3,19.9,25.7,14,21.9,29.3,15.7,0,0,0,0
2016,5,23,0,0,0,0,0,0,1.5,1,1.5,11.8,11.2,11.5,0,0,2.7,2,4.5,2,6,3.1,2,4.4,2,2,3.4,0,5.8,7,7,21.3,29.6,14.4,21.2,28.7,15.7,23,29.6,17.7,0,0,0,0
2016,5,24,0,0,0,0,0,0,2.1,1.2,1.7,7.8,8.9,10.2,0,0,5,2,8.1,2,2,4,3,8.4,3,4,4,6,7.9,5,4,21.9,28.9,14.1,21.7,29,15.2,22.8,30.6,16.2,0,0,0,0
2016,5,25,0,0,0,0,0,0,2.2,1.1,1.7,0.1,0.1,0,0,0,5.5,2,8.4,2,2,2.7,6,5,6,6,4.1,3,7,2,2,21.1,23.2,18.5,21.9,23.8,18.9,22,24.9,18.3,0,0,0,0
2016,5,26,0.5,1.5,12,0.5,0.5,5.5,2.1,1.4,1.5,1.2,0.9,1.2,0,0,5.3,2,8.2,2,2,3.1,2,4.8,2,6,3.5,6,6.1,3,0,22,25.7,19.9,21.9,24.9,19.8,23.3,29.1,20.8,0.5,0.5,1.5,0
2016,5,27,4.5,3,5,3,2.5,4,2.7,2.2,1.6,6.6,5.8,7.2,0,0,6.9,6,11.3,6,6,8,7,17.3,0,7,3.9,6,7.3,6,2,20.5,24.5,17.5,22,26.9,17.6,22.2,27.4,18.3,1,1.5,1.5,0
2016,5,28,0,0,0,0,0,0,1,0.6,1,0.9,0.3,0.1,0,0,2.2,2,4,2,6,1.8,2,3.7,2,6,2.3,6,4.5,5,4,18.8,21.6,15.6,18.8,21.6,15.8,19.7,22.8,16.9,0,0,0,1
2016,5,29,20,21,13.5,9,9.5,5,2.2,1.1,1.8,5.7,4.1,3.7,0,0,5.5,2,8.4,3,2,3.6,6,6.9,6,2,4.5,2,7.7,2,2,18.9,25.7,13.7,18.8,25.8,14.2,19.4,25.2,16,2.5,2.5,1.5,0
2016,5,30,14,12,7,8,4.5,1.5,1.3,1.1,1.6,0.2,0,0.4,0,0,5.3,2,8.2,2,2,3,6,6,1,2,3.4,7,5.2,7,0,18.8,21.3,16.6,18.6,20.9,16.5,19.5,22.7,17,2,2.5,0.5,0
2016,5,31,0,0,0,0,0,0,1.6,1.5,1.8,9.5,8.9,8.7,0,0,4.2,0,9.5,7,2,7.3,6,13.1,6,2,4.2,5,8,5,5,21.7,26.9,17.7,21.7,26.6,17.8,23.7,29.5,19,0,0,0,0
2016,6,1,0,0,0,0,0,0,3,2.4,2.6,5.4,5.9,11.6,0,0,6.4,0,13.2,6,7,5,1,13.5,0,0,5.4,7,9.9,7,7,18.2,21.4,16.3,18.9,21.8,16.7,20,23.8,17,0,0,0,0
2016,6,2,0,0,0,0,0,0,4.4,4.1,2.5,12.1,13,13.8,0,0,7.1,7,13,7,0,6.8,7,15.6,7,0,4.9,7,10.6,0,0,17.2,21.3,14.3,17.8,20.9,13.5,18.7,23.5,13.9,0,0,0,0
2016,6,3,0,0,0,0,0,0,1.8,1.1,1.8,13.6,13,13.7,0,0,4.3,6,6.1,6,6,2.8,2,4.2,3,6,3.6,6,7.1,5,4,17.8,24.3,11.3,17.9,25.6,10.8,19.3,27.2,11.2,0,0,0,0
2016,6,4,2.5,3,1,1,1.5,1,1.4,0.8,1.7,3.5,2.4,2.2,0,0,4.8,2,7.3,2,2,2.5,2,3.4,2,6,3.3,7,5.4,7,7,18.9,23.3,13.7,19,23,14,19.7,23.8,14.8,0.5,0.5,0.5,0
2016,6,5,4,11,13.5,1,3,3,1.5,1.3,1.9,5.8,4.6,4.2,0,0,4.3,2,6.5,2,6,3.4,2,5.2,2,2,4.1,1,7.4,1,1,18.9,24,15.9,18.5,23.3,15.3,18.5,23.2,15,0.5,1,1,0
2016,6,6,0,0,0,0,0,0,1.9,1.5,2.2,10.5,8.9,8.7,0,0,4.5,3,7,3,3,4.5,3,8.1,3,4,5.3,2,8.9,2,2,20.6,26,14.7,20.6,27.1,15.2,21.2,28.5,15.1,0,0,0,0
2016,6,7,4,10,15.5,2,5.5,11.5,2.5,1.1,1.8,0,0,0,0,0,5.7,2,8.3,2,2,3.1,6,5.9,6,6,3.1,2,6.2,0,2,19.4,20.1,18.6,19.5,21.3,18.2,19.6,21.2,17.4,1,1.5,3.5,0
2016,6,8,0,0,0,0,0,0,1.8,1.2,1.9,9.4,6.5,4.9,0,0,4.6,2,5.8,2,2,2.5,4,6.1,5,6,4.4,2,7.1,2,1,21.9,25.8,17.8,21.8,26.9,17.6,22,28.2,17.8,0,0,0,0
2016,6,9,0,1,0.5,0,1,0.5,1.3,1,1.3,0.2,0,0.9,0,0,3.1,6,6.7,0,7,2.7,4,5.7,2,3,3.6,7,7.1,0,7,21.5,24.8,18.8,21.5,23.4,19.7,22.1,26.8,19.7,0,1,0.5,0
2016,6,10,0,0,0,0,0,0,1.9,1.4,1.7,13.1,12.7,13.5,0,0,4.1,6,8.1,6,6,3.3,2,4.8,3,4,3.6,7,6.3,0,4,23.4,28.7,17.7,22.8,27.8,17,24.2,31.7,17.6,0,0,0,0
2016,6,11,0,0,0,0,0,0,2,1.3,2.1,9.5,8.3,4.9,0,0,4.9,2,7.5,2,2,2.9,6,5.4,4,6,4.1,2,7.3,2,7,23.7,28.1,19.7,23.8,28.6,19.1,24.4,29.9,20.7,0,0,0,0
2016,6,12,9,16.5,14.5,4.5,8,6.5,2.6,1.2,2.2,0.1,0,0.2,0,0,5.9,2,9.5,2,2,2.6,6,4.6,6,6,4.6,2,8.3,2,1,22.1,25.6,19.7,22.2,25.4,20,23.1,27,20.4,1.5,2,1.5,0
2016,6,13,31.5,36,25.5,8,9.5,10,2,1.5,2,0,1,0.6,0,0,5.5,6,9.2,6,6,4.9,7,9.9,7,0,4.3,6,9.5,0,1,21,22.9,19.1,21.5,24.6,19.2,21.6,24.9,19.6,2,2.5,3,0
2016,6,14,0,0,0,0,0,0,2,1.5,1.4,10.6,6.9,6.1,0,0,4.4,6,8.2,6,0,3.3,3,8.1,1,4,3.3,1,6.1,1,4,23.4,28.2,19.4,23.4,28.4,20,23.5,29.4,18.9,0,0,0,0
2016,6,15,0,0.5,9,0,0.5,7.5,2.4,1.1,1.9,5.5,3,5.6,0,0,5.7,2,8.4,2,2,2.6,6,5.4,4,6,5,2,7.9,2,2,23.2,28.1,19.1,23.2,27.6,19.2,23.8,29.7,20.8,0,0.5,5,0
2016,6,16,20.5,38.5,37.5,4.5,8,6.5,3.7,1.2,1.5,0,0,0,0,0,7,2,10.5,2,2,3,4,6.1,5,6,3.7,2,7.3,2,2,20.7,22.4,19.4,21.3,23.1,19.6,21.6,23.6,19.8,1.5,2,2.5,0
2016,6,17,3.5,8,1.5,2,5,1,1.7,1.1,1.6,3.8,1.4,1.5,0,0,4.8,0,10.4,7,0,3.7,7,8.4,7,6,3.5,6,9.3,5,6,21.9,25.9,18.9,21.8,25.8,18.3,22.7,27.4,19.2,1,3.5,1,0
2016,6,18,0,0,0,0,0,0,1.5,1,1.4,13.1,12.4,12.5,0,0,2.8,2,4.2,2,6,2.7,4,4.3,4,6,2.9,7,4.8,7,3,23,29.7,17.2,23.1,29.6,16.5,24.6,32,17.1,0,0,0,0
2016,6,19,8,12,9.5,4.5,7,3.5,1,0.6,1.1,0.1,0.2,0,0,0,2.9,4,6.1,4,6,3.2,6,5.9,7,6,3.3,7,6,1,4,20.5,22.5,18.7,20.6,22.7,19.2,21.1,22.9,20,1.5,3,1.5,0
2016,6,20,0,0.5,0,0,0.5,0,1,0.8,1.4,3.9,2.2,5.5,0,0,2.6,2,4.3,2,2,2.6,2,3.7,2,7,4,6,7.8,5,5,23.4,27.2,20.4,22.8,26.3,20,24.9,30.2,20.4,0,0.5,0,0
2016,6,21,12.5,35.5,29,4.5,9.5,7,1.7,1.1,1.3,6.5,3.6,3.7,0,0,4,6,6.8,6,6,2.9,3,5.3,6,3,3.4,6,7.4,6,4,24.3,29,21.4,24.1,27.7,21,24.6,29.9,21.2,1,3,2.5,0
2016,6,22,9,33.5,3.5,6.5,18,1.5,1.3,0.8,1,0.5,0.3,0,0,0,3.5,4,5.6,3,2,2.5,6,7.9,5,4,3,4,7.3,4,4,23.7,27,21.4,23.2,27.6,21.1,23.7,28.3,21.5,2.5,4.5,0.5,0
2016,6,23,20.5,23.5,52,7,15.5,29.5,1.7,1.3,1.5,2.2,4.5,4.5,0,0,5,6,8.6,6,6,5.3,6,11.4,6,6,5.5,6,8.5,6,0,22.2,25.2,18.9,22.7,27.1,19,23,27.3,19.1,3,5.5,11,0
2016,6,24,7.5,12.5,28,3,5,21.5,1.2,0.9,1.1,1.9,2,2.1,0,0,2.8,4,5.4,4,2,4.4,4,8.5,4,6,3.1,7,5.4,7,0,20.7,24.4,16.9,20.7,23.2,16.9,20.9,23.6,17.6,2,1,6.5,0
2016,6,25,15.5,48.5,8,11.5,40,4.5,1.3,1.5,2.3,0.4,0.2,1.1,0,0,3.5,4,6,4,5,5.5,4,10.2,6,5,6,6,12.9,4,5,21.9,24.8,17.9,21.8,25.1,18.8,23.2,27.5,18.9,3.5,13.5,1,0
2016,6,26,0,0,0,0,0,0,1.5,1.2,1.9,7.1,4.3,5.3,0,0,3.7,6,6.7,7,6,3.9,4,6.7,4,0,4.5,5,9.1,5,4,21.5,26.3,17.1,21.6,25.4,17,22.2,27.2,19,0,0,0,0
2016,6,27,17,15.5,28.5,9,5.5,12.5,1.5,1.1,1.5,7.8,7.6,7.3,0,0,4.4,2,7.8,4,2,3.9,3,7,4,2,3.8,2,7.2,2,4,22.4,27.6,16.7,22.3,27.7,17.3,22.7,29.3,17.6,2.5,1.5,3,0
2016,6,28,16,15,24.5,9,6.5,11,1.5,1.2,1.3,0.3,0.3,0,0,0,4,6,6.4,6,6,3,0,7.1,0,0,2.6,1,5.5,1,0,20,23.4,17.2,20,22.3,17.4,20.5,24,17.9,2.5,2,2.5,0
2016,6,29,9,14,17,3.5,5,12.5,1.1,0.7,1,2.5,0.2,1.2,0,0,2.6,2,4.4,2,0,2.3,2,4,6,6,3.3,7,5.2,0,7,21.5,24.7,18.8,21.5,24.5,18.9,22.2,24.5,20.2,2,2,5,0
2016,6,30,1.5,0.5,3,1.5,0.5,2.5,0.9,0.8,1.2,0.5,0.7,1.1,0,0,2.2,2,3.4,2,2,2.9,2,4,2,2,2.4,6,4.8,5,4,23.6,26.5,21.5,23.3,25.6,21.6,25,27.8,22.2,1,0.5,1.5,0
2016,7,1,0,0,0,0,0,0,1.4,1,1.4,9.9,9.4,6.7,0,0,2.8,2,4.3,2,2,3.2,2,5,2,2,3,5,6.8,4,4,25.3,29.8,21.1,25.3,29,20.9,26.7,32.7,21.6,0,0,0,0
